Date_of_update|Council_ID|LEP_NSI_zone|LEP_SI_zone|LEP_name
20130311  |156550||R2|R2 Low Density Residential
20130311  |156560||R2|R2 Low Density Residential
20130311  |156580||R2|R2 Low Density Residential
20130311  |156590||R2|R2 Low Density Residential
20130311  |156600||R2|R2 Low Density Residential
20130311  |156610||R2|R2 Low Density Residential
20130311  |156630||R2|R2 Low Density Residential
20130311  |156631||R2|R2 Low Density Residential
20130311  |156641||R2|R2 Low Density Residential
20130311  |156650||R2|R2 Low Density Residential
20130311  |156660||R2|R2 Low Density Residential
20130311  |156670||R2|R2 Low Density Residential
20130311  |156680||R2|R2 Low Density Residential
20130311  |156700||R2|R2 Low Density Residential
20130311  |156710||R2|R2 Low Density Residential
20130311  |156720||R2|R2 Low Density Residential
20130311  |156730||R2|R2 Low Density Residential
20130311  |156740||R2|R2 Low Density Residential
20130311  |156750||RU2|RU2 Rural Landscape
20130311  |36460||E3|Zone E3  Environmental Management
20130311  |36490||E3|Zone E3  Environmental Management
20130311  |36500||R2|R2 Low Density Residential
20130311  |36510||E3|Zone E3  Environmental Management
20130311  |36520||E3|Zone E3  Environmental Management
20130311  |36530||R2|R2 Low Density Residential
20130311  |36540||E3|Zone E3  Environmental Management
20130311  |36550||E3|Zone E3  Environmental Management
20130311  |36560||RE1|RE1 Public Recreation
20130311  |36570||E3|Zone E3  Environmental Management
20130311  |36580||E3|Zone E3  Environmental Management
20130311  |36581||E3|Zone E3  Environmental Management
20130311  |36590||E3|Zone E3  Environmental Management
20130311  |36600||E3|Zone E3  Environmental Management
20130311  |36610||E3|Zone E3  Environmental Management
20130311  |36611||E3|Zone E3  Environmental Management
20130311  |36612||E3|Zone E3  Environmental Management
20130311  |36620||E3|Zone E3  Environmental Management
20130311  |36660||R5|R5 Large Lot Residential
20130311  |36680||R5|R5 Large Lot Residential
20130311  |36690||RU4|RU4 Primary Production Small Holdings
20130311  |36700||RU4|RU4 Primary Production Small Holdings
20130311  |36710||RU4|RU4 Primary Production Small Holdings
20130311  |36720||RU4|RU4 Primary Production Small Holdings
20130311  |36730||RU4|RU4 Primary Production Small Holdings
20130311  |36740||RU4|RU4 Primary Production Small Holdings
20130311  |36750||RU4|RU4 Primary Production Small Holdings
20130311  |36760||RU4|RU4 Primary Production Small Holdings
20130311  |36772||E3|Zone E3  Environmental Management
20130311  |36780||RU4|RU4 Primary Production Small Holdings
20130311  |36790||RU4|RU4 Primary Production Small Holdings
20130311  |36800||RU4|RU4 Primary Production Small Holdings
20130311  |36810||RU4|RU4 Primary Production Small Holdings
20130311  |1707810||R2|R2 Low Density Residential
20130311  |161921||R2|R2 Low Density Residential
20130311  |161930||R2|R2 Low Density Residential
20130311  |161940||R2|R2 Low Density Residential
20130311  |161950||R2|R2 Low Density Residential
20130311  |161960||R2|R2 Low Density Residential
20130311  |161961||R2|R2 Low Density Residential
20130311  |161962||R2|R2 Low Density Residential
20130311  |161970||RU2|RU2 Rural Landscape
20130311  |161980||R2|R2 Low Density Residential
20130311  |161990||R2|R2 Low Density Residential
20130311  |162000||R2|R2 Low Density Residential
20130311  |35780||R2|R2 Low Density Residential
20130311  |35790||R2|R2 Low Density Residential
20130311  |35800||R2|R2 Low Density Residential
20130311  |35810||R2|R2 Low Density Residential
20130311  |35820||R2|R2 Low Density Residential
20130311  |35830||R2|R2 Low Density Residential
20130311  |35840||R2|R2 Low Density Residential
20130311  |35850||R2|R2 Low Density Residential
20130311  |35860||R2|R2 Low Density Residential
20130311  |35870||R2|R2 Low Density Residential
20130311  |35880||RE1|RE1 Public Recreation
20130311  |35890||R2|R2 Low Density Residential
20130311  |35900||R2|R2 Low Density Residential
20130311  |35910||R2|R2 Low Density Residential
20130311  |35920||R2|R2 Low Density Residential
20130311  |35930||R2|R2 Low Density Residential
20130311  |35942||R2|R2 Low Density Residential
20130311  |35950||R2|R2 Low Density Residential
20130311  |35970||R2|R2 Low Density Residential
20130311  |35980||R2|R2 Low Density Residential
20130311  |35990||R2|R2 Low Density Residential
20130311  |36000||R2|R2 Low Density Residential
20130311  |36030||R2|R2 Low Density Residential
20130311  |36031||R2|R2 Low Density Residential
20130311  |36040||R2|R2 Low Density Residential
20130311  |36050||R2|R2 Low Density Residential
20130311  |36060||R2|R2 Low Density Residential
20130311  |36070||R2|R2 Low Density Residential
20130311  |36080||R2|R2 Low Density Residential
20130311  |36090||R2|R2 Low Density Residential
20130311  |36100||R2|R2 Low Density Residential
20130311  |36110||R2|R2 Low Density Residential
20130311  |36120||R2|R2 Low Density Residential
20130311  |36131||R2|R2 Low Density Residential
20130311  |36140||B1|B1 Neighbourhood Centre
20130311  |36150||R2|R2 Low Density Residential
20130311  |36160||R2|R2 Low Density Residential
20130311  |36170||IN2|IN2 Light Industrial
20130311  |36180||R2|R2 Low Density Residential
20130311  |36200||R2|R2 Low Density Residential
20130311  |36210||IN2|IN2 Light Industrial
20130311  |36220||IN2|IN2 Light Industrial
20130311  |36230||R2|R2 Low Density Residential
20130311  |36240||IN2|IN2 Light Industrial
20130311  |36250||R2|R2 Low Density Residential
20130311  |36260||R2|R2 Low Density Residential
20130311  |36280||RU4|RU4 Primary Production Small Holdings
20130311  |36290||RU4|RU4 Primary Production Small Holdings
20130311  |36300||RU4|RU4 Primary Production Small Holdings
20130311  |36310||RU4|RU4 Primary Production Small Holdings
20130311  |36320||RU4|RU4 Primary Production Small Holdings
20130311  |36331||RU4|RU4 Primary Production Small Holdings
20130311  |36332||RU4|RU4 Primary Production Small Holdings
20130311  |36340||R2|R2 Low Density Residential
20130311  |36420||E1|Zone E1  National Parks and Nature Reserves
20130311  |36430||E3|Zone E3  Environmental Management
20130311  |36450||E3|Zone E3  Environmental Management
20130311  |162010||R2|R2 Low Density Residential
20130311  |162020||R2|R2 Low Density Residential
20130311  |162030||R2|R2 Low Density Residential
20130311  |162040||R2|R2 Low Density Residential
20130311  |162041||R2|R2 Low Density Residential
20130311  |162050||R2|R2 Low Density Residential
20130311  |162060||R2|R2 Low Density Residential
20130311  |162070||R2|R2 Low Density Residential
20130311  |162080||R2|R2 Low Density Residential
20130311  |162090||RU2|RU2 Rural Landscape
20130311  |162091||RU2|RU2 Rural Landscape
20130311  |162092||RU2|RU2 Rural Landscape
20130311  |162093||RU2|RU2 Rural Landscape
20130311  |162094||RU2|RU2 Rural Landscape
20130311  |162095||RU2|RU2 Rural Landscape
20130311  |162096||RU2|RU2 Rural Landscape
20130311  |162097||RU2|RU2 Rural Landscape
20130311  |162100||R2|R2 Low Density Residential
20130311  |162110||R2|R2 Low Density Residential
20130311  |162120||R2|R2 Low Density Residential
20130311  |162130||R2|R2 Low Density Residential
20130311  |162140||R2|R2 Low Density Residential
20130311  |162150||R2|R2 Low Density Residential
20130311  |162160||R2|R2 Low Density Residential
20130311  |162181||B2|B2 Local Centre
20130311  |162201||B2|B2 Local Centre
20130311  |162220||RU2|RU2 Rural Landscape
20130311  |162230||B2|B2 Local Centre
20130311  |162240||B2|B2 Local Centre
20130311  |162250||B2|B2 Local Centre
20130311  |162260||B2|B2 Local Centre
20130311  |162270||B2|B2 Local Centre
20130311  |162280||B2|B2 Local Centre
20130311  |162290||B2|B2 Local Centre
20130311  |162300||B2|B2 Local Centre
20130311  |162320||B2|B2 Local Centre
20130311  |162321||B2|B2 Local Centre
20130311  |162330||B2|B2 Local Centre
20130311  |162340||RU2|RU2 Rural Landscape
20130311  |162350||R3|R3 Medium Density Residential
20130311  |162351||R3|R3 Medium Density Residential
20130311  |162352||R3|R3 Medium Density Residential
20130311  |162360||R3|R3 Medium Density Residential
20130311  |162370||R3|R3 Medium Density Residential
20130311  |162371||R3|R3 Medium Density Residential
20130311  |162380||R3|R3 Medium Density Residential
20130311  |162400||R3|R3 Medium Density Residential
20130311  |162401||R3|R3 Medium Density Residential
20130311  |162402||R3|R3 Medium Density Residential
20130311  |162403||R3|R3 Medium Density Residential
20130311  |162410||R3|R3 Medium Density Residential
20130311  |162420||R3|R3 Medium Density Residential
20130311  |162421||R3|R3 Medium Density Residential
20130311  |162430||B2|B2 Local Centre
20130311  |162431||B2|B2 Local Centre
20130311  |162460||R2|R2 Low Density Residential
20130311  |162470||R2|R2 Low Density Residential
20130311  |162490||R2|R2 Low Density Residential
20130311  |162500||SP2|SP2 Infrastructure
20130311  |162501||SP2|SP2 Infrastructure
20130311  |162520||R3|R3 Medium Density Residential
20130311  |162530||R3|R3 Medium Density Residential
20130311  |162540||R3|R3 Medium Density Residential
20130311  |162550||R2|R2 Low Density Residential
20130311  |162560||R2|R2 Low Density Residential
20130311  |162570||R2|R2 Low Density Residential
20130311  |162580||R2|R2 Low Density Residential
20130311  |162600||R2|R2 Low Density Residential
20130311  |162610||R2|R2 Low Density Residential
20130311  |162620||R2|R2 Low Density Residential
20130311  |162630||R2|R2 Low Density Residential
20130311  |162640||R2|R2 Low Density Residential
20130311  |162650||R2|R2 Low Density Residential
20130311  |162660||R2|R2 Low Density Residential
20130311  |162682||RU4|RU4 Primary Production Small Holdings
20130311  |162700||R2        |R2 Low Density Residential
20130311  |162710||R2|R2 Low Density Residential
20130311  |162720||R2|R2 Low Density Residential
20130311  |162730||R2|R2 Low Density Residential
20130311  |162740||R2|R2 Low Density Residential
20130311  |162760||R2|R2 Low Density Residential
20130311  |162771||R2|R2 Low Density Residential
20130311  |162800||RU4|RU4 Primary Production Small Holdings
20130311  |162820||RU4|RU4 Primary Production Small Holdings
20130311  |162830||RU4|RU4 Primary Production Small Holdings
20130311  |162860||R2|R2 Low Density Residential
20130311  |162861||R2|R2 Low Density Residential
20130311  |162870||R2|R2 Low Density Residential
20130311  |162880||R2|R2 Low Density Residential
20130311  |162890||R2|R2 Low Density Residential
20130311  |162910||R2|R2 Low Density Residential
20130311  |162920||R2|R2 Low Density Residential
20130311  |162930||R2|R2 Low Density Residential
20130311  |162940||R2|R2 Low Density Residential
20130311  |162950||R2|R2 Low Density Residential
20130311  |162960||R2|R2 Low Density Residential
20130311  |162970||R2|R2 Low Density Residential
20130311  |162980||R2|R2 Low Density Residential
20130311  |162990||R2|R2 Low Density Residential
20130311  |163010||R2|R2 Low Density Residential
20130311  |163030||R2|R2 Low Density Residential
20130311  |163040||R2|R2 Low Density Residential
20130311  |163050||R2|R2 Low Density Residential
20130311  |163060||R2|R2 Low Density Residential
20130311  |163100||R2|R2 Low Density Residential
20130311  |163170||R3|R3 Medium Density Residential
20130311  |163180||R3|R3 Medium Density Residential
20130311  |163190||R2|R2 Low Density Residential
20130311  |163200||R3|R3 Medium Density Residential
20130311  |163201||R3|R3 Medium Density Residential
20130311  |163210||R3|R3 Medium Density Residential
20130311  |163220||R3|R3 Medium Density Residential
20130311  |163230||R3|R3 Medium Density Residential
20130311  |163240||R3|R3 Medium Density Residential
20130311  |163250||R3|R3 Medium Density Residential
20130311  |163260||R3|R3 Medium Density Residential
20130311  |163270||R3|R3 Medium Density Residential
20130311  |163280||IN2|IN2 Light Industrial
20130311  |163290||IN2|IN2 Light Industrial
20130311  |163300||R2|R2 Low Density Residential
20130311  |163310||IN2|IN2 Light Industrial
20130311  |163320||IN2|IN2 Light Industrial
20130311  |163330||SP2|SP2 Infrastructure
20130311  |36820||RU4|RU4 Primary Production Small Holdings
20130311  |36840||E3|Zone E3  Environmental Management
20130311  |36850||E3|Zone E3  Environmental Management
20130311  |36860||E3|Zone E3  Environmental Management
20130311  |36870||E3|Zone E3  Environmental Management
20130311  |36890||E2|Zone E2  Environmental Conservation
20130311  |36900||E3|Zone E3  Environmental Management
20130311  |36911||RU4|RU4 Primary Production Small Holdings
20130311  |36912||RU4|RU4 Primary Production Small Holdings
20130311  |36913||RU4|RU4 Primary Production Small Holdings
20130311  |36930||E3|Zone E3  Environmental Management
20130311  |36940||IN2|IN2 Light Industrial
20130311  |36960||E3|Zone E3  Environmental Management
20130311  |37010||RU2|RU2 Rural Landscape
20130311  |37020||RU2|RU2 Rural Landscape
20130311  |37030||RU2|RU2 Rural Landscape
20130311  |37050||R5|R5 Large Lot Residential
20130311  |37060||R5|R5 Large Lot Residential
20130311  |37070||R5|R5 Large Lot Residential
20130311  |37080||RU4|RU4 Primary Production Small Holdings
20130311  |37090||RU4|RU4 Primary Production Small Holdings
20130311  |37100||RU4|RU4 Primary Production Small Holdings
20130311  |37110||RU4|RU4 Primary Production Small Holdings
20130311  |37120||RU4|RU4 Primary Production Small Holdings
20130311  |37140||RU4|RU4 Primary Production Small Holdings
20130311  |37150||RU4|RU4 Primary Production Small Holdings
20130311  |37160||RU4|RU4 Primary Production Small Holdings
20130311  |37170||RU4|RU4 Primary Production Small Holdings
20130311  |37190||IN2|IN2 Light Industrial
20130311  |37210||RU4|RU4 Primary Production Small Holdings
20130311  |37220||RU4|RU4 Primary Production Small Holdings
20130311  |37230||RU4|RU4 Primary Production Small Holdings
20130311  |37240||RU4|RU4 Primary Production Small Holdings
20130311  |37250||RU4|RU4 Primary Production Small Holdings
20130311  |37260||RU4|RU4 Primary Production Small Holdings
20130311  |37280||RU2|RU2 Rural Landscape
20130311  |37281||RU2|RU2 Rural Landscape
20130311  |37282||RU2|RU2 Rural Landscape
20130311  |37283||RU4|RU4 Primary Production Small Holdings
20130311  |37284||RU4|RU4 Primary Production Small Holdings
20130311  |37285||RU4|RU4 Primary Production Small Holdings
20130311  |37286||RU4|RU4 Primary Production Small Holdings
20130311  |37290||E3|Zone E3  Environmental Management
20130311  |37310||RU2|RU2 Rural Landscape
20130311  |37320||RU2|RU2 Rural Landscape
20130311  |37330||RU2|RU2 Rural Landscape
20130311  |37331||RU2|RU2 Rural Landscape
20130311  |37332||RU2|RU2 Rural Landscape
20130311  |37333||RU2|RU2 Rural Landscape
20130311  |37340||RU2|RU2 Rural Landscape
20130311  |37341||E3|Zone E3  Environmental Management
20130311  |37350||E3|Zone E3  Environmental Management
20130311  |37351||E3|Zone E3  Environmental Management
20130311  |37352||E3|Zone E3  Environmental Management
20130311  |1708840||R2|R2 Low Density Residential
20130311  |1708845||E3|Zone E3  Environmental Management
20130311  |1708850||RU2|RU2 Rural Landscape
20130311  |1708855||RU2|RU2 Rural Landscape
20130311  |1708860||R2|R2 Low Density Residential
20130311  |1708865||R2|R2 Low Density Residential
20130311  |1708875||E3|Zone E3  Environmental Management
20130311  |1708880||E3|Zone E3  Environmental Management
20130311  |1708885||R2|R2 Low Density Residential
20130311  |1708890||R5|R5 Large Lot Residential
20130311  |1708895||E3|Zone E3  Environmental Management
20130311  |1708900||R3|R3 Medium Density Residential
20130311  |1708905||R3|R3 Medium Density Residential
20130311  |1708910||R3|R3 Medium Density Residential
20130311  |1708915||R3|R3 Medium Density Residential
20130311  |1708920||R3|R3 Medium Density Residential
20130311  |1708925||R3|R3 Medium Density Residential
20130311  |1708930||R2|R2 Low Density Residential
20130311  |1708935||R2|R2 Low Density Residential
20130311  |1708940||E3|Zone E3  Environmental Management
20130311  |1708945||R2|R2 Low Density Residential
20130311  |1708950||R2|R2 Low Density Residential
20130311  |1708955||RU2|RU2 Rural Landscape
20130311  |1708960||RU2|RU2 Rural Landscape
20130311  |1708970||R2|R2 Low Density Residential
20130311  |1708975||R2|R2 Low Density Residential
20130311  |1708980||R2|R2 Low Density Residential
20130311  |1708985||R2|R2 Low Density Residential
20130311  |1708990||R2|R2 Low Density Residential
20130311  |1708995||R2|R2 Low Density Residential
20130311  |1709000||R2|R2 Low Density Residential
20130311  |1709005||R2|R2 Low Density Residential
20130311  |1709010||R2|R2 Low Density Residential
20130311  |1709015||R2|R2 Low Density Residential
20130311  |1709020||R2|R2 Low Density Residential
20130311  |1709025||R2|R2 Low Density Residential
20130311  |1709040||E3|Zone E3  Environmental Management
20130311  |1708150||R3|R3 Medium Density Residential
20130311  |1708155||R3|R3 Medium Density Residential
20130311  |1708160||R3|R3 Medium Density Residential
20130311  |1708165||R3|R3 Medium Density Residential
20130311  |1708170||B2|B2 Local Centre
20130311  |1708175||B2|B2 Local Centre
20130311  |1708180||B2|B2 Local Centre
20130311  |1708185||B2|B2 Local Centre
20130311  |1708190||B2|B2 Local Centre
20130311  |1708195||E2|Zone E2  Environmental Conservation
20130311  |1708200||R3|R3 Medium Density Residential
20130311  |1708205||RE1|RE1 Public Recreation
20130311  |1708215||R2|R2 Low Density Residential
20130311  |1708220||R2|R2 Low Density Residential
20130311  |1708225||R2|R2 Low Density Residential
20130311  |1708240||R2|R2 Low Density Residential
20130311  |1708245||RU4|RU4 Primary Production Small Holdings
20130311  |1708250||RU4|RU4 Primary Production Small Holdings
20130311  |1708265||R3|R3 Medium Density Residential
20130311  |1708270||R2        |R2 Low Density Residential
20130311  |1708275||R2        |R2 Low Density Residential
20130311  |1708280||R2        |R2 Low Density Residential
20130311  |1708285||R2|R2 Low Density Residential
20130311  |1708290||R5|R5 Large Lot Residential
20130311  |1708300||R2|R2 Low Density Residential
20130311  |1708305||R5|R5 Large Lot Residential
20130311  |1708310||R5|R5 Large Lot Residential
20130311  |1708315||B2|B2 Local Centre
20130311  |1708320||R3|R3 Medium Density Residential
20130311  |1708325||R3|R3 Medium Density Residential
20130311  |1708330||R3|R3 Medium Density Residential
20130311  |1708335||R3|R3 Medium Density Residential
20130311  |1708340||E3|Zone E3  Environmental Management
20130311  |1708345||E3|Zone E3  Environmental Management
20130311  |1708360||R3|R3 Medium Density Residential
20130311  |1708365||R5|R5 Large Lot Residential
20130311  |1708380||R2|R2 Low Density Residential
20130311  |37370||E3|Zone E3  Environmental Management
20130311  |37390||E3|Zone E3  Environmental Management
20130311  |37400||E3|Zone E3  Environmental Management
20130311  |37440||E3|Zone E3  Environmental Management
20130311  |37450||E3|Zone E3  Environmental Management
20130311  |37460||E3|Zone E3  Environmental Management
20130311  |37480||SP2|SP2 Infrastructure
20130311  |37481||SP2|SP2 Infrastructure
20130311  |37492||E3|Zone E3  Environmental Management
20130311  |37500||E3|Zone E3  Environmental Management
20130311  |37501||E3|Zone E3  Environmental Management
20130311  |37510||E3|Zone E3  Environmental Management
20130311  |37520||R2|R2 Low Density Residential
20130311  |37530||R2|R2 Low Density Residential
20130311  |37540||R2|R2 Low Density Residential
20130311  |37550||R2|R2 Low Density Residential
20130311  |37560||R2|R2 Low Density Residential
20130311  |37561||R2|R2 Low Density Residential
20130311  |37562||R2|R2 Low Density Residential
20130311  |37563||R2|R2 Low Density Residential
20130311  |37570||R2|R2 Low Density Residential
20130311  |37580||R2|R2 Low Density Residential
20130311  |37591||E3|Zone E3  Environmental Management
20130311  |37600||R2|R2 Low Density Residential
20130311  |37610||R2|R2 Low Density Residential
20130311  |37640||R2|R2 Low Density Residential
20130311  |37650||R2|R2 Low Density Residential
20130311  |37660||R2|R2 Low Density Residential
20130311  |37670||R2|R2 Low Density Residential
20130311  |37680||R2|R2 Low Density Residential
20130311  |37690||R2|R2 Low Density Residential
20130311  |37710||R2|R2 Low Density Residential
20130311  |37720||R2|R2 Low Density Residential
20130311  |37730||R2|R2 Low Density Residential
20130311  |37740||R2|R2 Low Density Residential
20130311  |1708385||E1|Zone E1  National Parks and Nature Reserves
20130311  |1708390||R3|R3 Medium Density Residential
20130311  |1708410||SP2|SP2 Infrastructure
20130311  |1708415||RU4|RU4 Primary Production Small Holdings
20130311  |1708420||R2|R2 Low Density Residential
20130311  |1708425||R2|R2 Low Density Residential
20130311  |1708430||E3|Zone E3  Environmental Management
20130311  |1708435||R2|R2 Low Density Residential
20130311  |1708440||R2|R2 Low Density Residential
20130311  |1708445||R2|R2 Low Density Residential
20130311  |1708450||R2|R2 Low Density Residential
20130311  |1708455||R2|R2 Low Density Residential
20130311  |1708460||R5|R5 Large Lot Residential
20130311  |1708465||R2|R2 Low Density Residential
20130311  |1708470||R2|R2 Low Density Residential
20130311  |1708475||R2|R2 Low Density Residential
20130311  |1708480||R2|R2 Low Density Residential
20130311  |1708485||R2|R2 Low Density Residential
20130311  |1708490||R2|R2 Low Density Residential
20130311  |1708495||R2|R2 Low Density Residential
20130311  |1708500||R2|R2 Low Density Residential
20130311  |1708505||R2|R2 Low Density Residential
20130311  |1708510||R2|R2 Low Density Residential
20130311  |1708515||R2|R2 Low Density Residential
20130311  |1708520||R2|R2 Low Density Residential
20130311  |1708525||R2|R2 Low Density Residential
20130311  |1708530||R2|R2 Low Density Residential
20130311  |1708535||R2|R2 Low Density Residential
20130311  |1708540||R2|R2 Low Density Residential
20130311  |1708545||R2|R2 Low Density Residential
20130311  |1708550||R2|R2 Low Density Residential
20130311  |1708555||R2|R2 Low Density Residential
20130311  |1708560||R2|R2 Low Density Residential
20130311  |1708565||R2|R2 Low Density Residential
20130311  |1708570||R2|R2 Low Density Residential
20130311  |1708575||R2|R2 Low Density Residential
20130311  |1708580||R2|R2 Low Density Residential
20130311  |1708585||R2|R2 Low Density Residential
20130311  |1708590||R2|R2 Low Density Residential
20130311  |1708595||R2|R2 Low Density Residential
20130311  |1708600||R2|R2 Low Density Residential
20130311  |1708605||R2|R2 Low Density Residential
20130311  |1708610||R2|R2 Low Density Residential
20130311  |1708615||R2|R2 Low Density Residential
20130311  |1708625||R2|R2 Low Density Residential
20130311  |1708630||R2|R2 Low Density Residential
20130311  |1708635||R2|R2 Low Density Residential
20130311  |1708640||R2|R2 Low Density Residential
20130311  |1708645||R2|R2 Low Density Residential
20130311  |1708650||R2|R2 Low Density Residential
20130311  |1708655||R2|R2 Low Density Residential
20130311  |1708660||R2|R2 Low Density Residential
20130311  |1708665||R2|R2 Low Density Residential
20130311  |1708670||R2|R2 Low Density Residential
20130311  |1708675||R2|R2 Low Density Residential
20130311  |1708680||R2|R2 Low Density Residential
20130311  |1708685||R2|R2 Low Density Residential
20130311  |1708690||R2|R2 Low Density Residential
20130311  |1708695||R2|R2 Low Density Residential
20130311  |1708715||RU4|RU4 Primary Production Small Holdings
20130311  |1708720||RU4|RU4 Primary Production Small Holdings
20130311  |1708725||RU4|RU4 Primary Production Small Holdings
20130311  |1708730||RU4|RU4 Primary Production Small Holdings
20130311  |1708735||R2|R2 Low Density Residential
20130311  |1708740||R2|R2 Low Density Residential
20130311  |1708750||R5|R5 Large Lot Residential
20130311  |1708755||RU4|RU4 Primary Production Small Holdings
20130311  |1708760||RU4|RU4 Primary Production Small Holdings
20130311  |1707815||R2|R2 Low Density Residential
20130311  |1707820||R2|R2 Low Density Residential
20130311  |1707825||R2|R2 Low Density Residential
20130311  |1707830||R2|R2 Low Density Residential
20130311  |1707835||R5|R5 Large Lot Residential
20130311  |1707840||R5|R5 Large Lot Residential
20130311  |1707845||R2|R2 Low Density Residential
20130311  |1707850||R2|R2 Low Density Residential
20130311  |1707855||R3|R3 Medium Density Residential
20130311  |1707860||R3|R3 Medium Density Residential
20130311  |1707865||R3|R3 Medium Density Residential
20130311  |1707870||R3|R3 Medium Density Residential
20130311  |1707875||R3|R3 Medium Density Residential
20130311  |1707900||R5|R5 Large Lot Residential
20130311  |1707910||R2|R2 Low Density Residential
20130311  |1707915||R2|R2 Low Density Residential
20130311  |1707920||R2|R2 Low Density Residential
20130311  |1707925||R2|R2 Low Density Residential
20130311  |1707930||R3|R3 Medium Density Residential
20130311  |1707935||R3|R3 Medium Density Residential
20130311  |1707940||R3|R3 Medium Density Residential
20130311  |1707945||R3|R3 Medium Density Residential
20130311  |1707950||R3|R3 Medium Density Residential
20130311  |1707955||R3|R3 Medium Density Residential
20130311  |1707960||R3|R3 Medium Density Residential
20130311  |1707965||R3|R3 Medium Density Residential
20130311  |1707970||R3|R3 Medium Density Residential
20130311  |1707975||R3|R3 Medium Density Residential
20130311  |1707980||R3|R3 Medium Density Residential
20130311  |1707985||R3|R3 Medium Density Residential
20130311  |1707990||R3|R3 Medium Density Residential
20130311  |1707995||R3|R3 Medium Density Residential
20130311  |1708000||R3|R3 Medium Density Residential
20130311  |1708005||R3|R3 Medium Density Residential
20130311  |1708010||R3|R3 Medium Density Residential
20130311  |1708015||R3|R3 Medium Density Residential
20130311  |1708025|||Zone E3  Environmental Management
20130311  |1708030||R2|R2 Low Density Residential
20130311  |1708035||R2|R2 Low Density Residential
20130311  |1708040||R2|R2 Low Density Residential
20130311  |1708045||R2|R2 Low Density Residential
20130311  |1708050||R2|R2 Low Density Residential
20130311  |1708055||RU4|RU4 Primary Production Small Holdings
20130311  |1708060||RU4|RU4 Primary Production Small Holdings
20130311  |1708075||SP2|SP2 Infrastructure
20130311  |1708080||R2|R2 Low Density Residential
20130311  |1708085||R2|R2 Low Density Residential
20130311  |1708090||R3|R3 Medium Density Residential
20130311  |1708095||R5|R5 Large Lot Residential
20130311  |1708100||R5|R5 Large Lot Residential
20130311  |1708105||E3|Zone E3  Environmental Management
20130311  |1708110||RU4|RU4 Primary Production Small Holdings
20130311  |1708115||RU4|RU4 Primary Production Small Holdings
20130311  |1709520||R2|R2 Low Density Residential
20130311  |1709525||R2|R2 Low Density Residential
20130311  |1709530||R2|R2 Low Density Residential
20130311  |1709535||R2|R2 Low Density Residential
20130311  |1709540||R2|R2 Low Density Residential
20130311  |1709545||R2|R2 Low Density Residential
20130311  |1709550||R5|R5 Large Lot Residential
20130311  |1709555||R5|R5 Large Lot Residential
20130311  |1709560||B2|B2 Local Centre
20130311  |1709565||B2|B2 Local Centre
20130311  |1709570||R2|R2 Low Density Residential
20130311  |1709575||R2|R2 Low Density Residential
20130311  |1709585||RE2|RE2 Private Recreation
20130311  |1709590||E3|Zone E3  Environmental Management
20130311  |1709595||E3|Zone E3  Environmental Management
20130311  |1709605||E3|Zone E3  Environmental Management
20130311  |1709610||E3|Zone E3  Environmental Management
20130311  |1709620||R2|R2 Low Density Residential
20130311  |1709625||R2|R2 Low Density Residential
20130311  |1709630||R2|R2 Low Density Residential
20130311  |1709635||R3|R3 Medium Density Residential
20130311  |1709640||R3|R3 Medium Density Residential
20130311  |1709645||B7|B7 Business Park
20130311  |1709665||R2|R2 Low Density Residential
20130311  |1709670||RU2|RU2 Rural Landscape
20130311  |1709675||RU2|RU2 Rural Landscape
20130311  |1709680||RU2|RU2 Rural Landscape
20130311  |1709685||RU2|RU2 Rural Landscape
20130311  |1709690||E3|Zone E3  Environmental Management
20130311  |1709700||E3|Zone E3  Environmental Management
20130311  |1709705||RU2|RU2 Rural Landscape
20130311  |1709710||RU2|RU2 Rural Landscape
20130311  |1709715||E3|Zone E3  Environmental Management
20130311  |1709735||E3|Zone E3  Environmental Management
20130311  |1709740||E3|Zone E3  Environmental Management
20130311  |1709745||E3|Zone E3  Environmental Management
20130311  |1709750||IN1|IN1 General Industrial
20130311  |1709755||R3|R3 Medium Density Residential
20130311  |37750||R2|R2 Low Density Residential
20130311  |37760||R2|R2 Low Density Residential
20130311  |37770||R2|R2 Low Density Residential
20130311  |37780||R2|R2 Low Density Residential
20130311  |37790||R2|R2 Low Density Residential
20130311  |37800||R2|R2 Low Density Residential
20130311  |37810||RE2|RE2 Private Recreation
20130311  |37811||RE2|RE2 Private Recreation
20130311  |37820||R2|R2 Low Density Residential
20130311  |37830||R2|R2 Low Density Residential
20130311  |37840||R2|R2 Low Density Residential
20130311  |37850||R2|R2 Low Density Residential
20130311  |37860||R2|R2 Low Density Residential
20130311  |37870||R2|R2 Low Density Residential
20130311  |37880||R2|R2 Low Density Residential
20130311  |37890||R2|R2 Low Density Residential
20130311  |37900||R2|R2 Low Density Residential
20130311  |37910||R2|R2 Low Density Residential
20130311  |37920||RU2|RU2 Rural Landscape
20130311  |37930||R2|R2 Low Density Residential
20130311  |37940||R2|R2 Low Density Residential
20130311  |37950||R2|R2 Low Density Residential
20130311  |37960||R2|R2 Low Density Residential
20130311  |37970||R2|R2 Low Density Residential
20130311  |37980||R2|R2 Low Density Residential
20130311  |37990||R2|R2 Low Density Residential
20130311  |38000||R2|R2 Low Density Residential
20130311  |38010||R2|R2 Low Density Residential
